epoch,repeat,coverage,bandwidth
1,1,0.9025974025974026,69.64231872558594
1,2,0.9025974025974026,71.10920715332031
1,3,0.8961038961038961,74.88835144042969
1,4,0.9025974025974026,68.80096435546875
1,5,0.9025974025974026,71.3276596069336
1,6,0.9025974025974026,69.8130874633789
1,7,0.9025974025974026,76.0320053100586
1,8,0.9025974025974026,70.3095703125
1,9,0.9025974025974026,68.21717071533203
1,10,0.9025974025974026,64.90184020996094
50,1,0.9025974025974026,63.64071273803711
50,2,0.9025974025974026,51.313385009765625
50,3,0.9025974025974026,60.13109588623047
50,4,0.9025974025974026,55.73982238769531
50,5,0.9025974025974026,68.6570053100586
50,6,0.9025974025974026,49.46140670776367
50,7,0.8961038961038961,55.005977630615234
50,8,0.9025974025974026,49.855899810791016
50,9,0.9025974025974026,53.3503532409668
50,10,0.9025974025974026,70.48169708251953
500,1,0.9025974025974026,18.9034423828125
500,2,0.9025974025974026,9.562187194824219
500,3,0.9025974025974026,9.718814849853516
500,4,0.9025974025974026,8.452672958374023
500,5,0.9025974025974026,17.49020767211914
500,6,0.9025974025974026,15.688865661621094
500,7,0.9025974025974026,16.621246337890625
500,8,0.9025974025974026,16.855621337890625
500,9,0.9025974025974026,21.585277557373047
500,10,0.9025974025974026,12.094806671142578
1000,1,0.9025974025974026,10.820457458496094
1000,2,0.9025974025974026,12.69118595123291
1000,3,0.9025974025974026,7.544496536254883
1000,4,0.9025974025974026,13.844413757324219
1000,5,0.9025974025974026,19.45291519165039
1000,6,0.9025974025974026,14.781097412109375
1000,7,0.9025974025974026,12.98876953125
1000,8,0.9025974025974026,9.147563934326172
1000,9,0.9025974025974026,18.207229614257812
1000,10,0.9025974025974026,7.9759979248046875
2000,1,0.9025974025974026,17.88144302368164
2000,2,0.9025974025974026,10.705596923828125
2000,3,0.9025974025974026,9.81329345703125
2000,4,0.9025974025974026,6.7696003913879395
2000,5,0.9025974025974026,11.805438995361328
2000,6,0.9025974025974026,10.650497436523438
2000,7,0.9025974025974026,11.295055389404297
2000,8,0.9025974025974026,12.429691314697266
2000,9,0.9025974025974026,7.611785888671875
2000,10,0.9025974025974026,8.921241760253906
